path,ext,size,md5,sha1,chars,note
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\15. 蒙特卡洛模拟 + 贝叶斯优化案例：投资组合配置题目+源代码(1).docx,.docx,16003,b694399085b9d459e24982ebe7c419fa,eb017e80346c95c7baa8c8d0c6a1a15d3c17cd96,3623,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\15. 蒙特卡洛模拟 + 贝叶斯优化案例：投资组合配置题目+源代码.docx,.docx,16003,b694399085b9d459e24982ebe7c419fa,eb017e80346c95c7baa8c8d0c6a1a15d3c17cd96,3623,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\2. TOPSIS + 灰色关联分析案例：乡村旅游项目开发决策题目+源代码(1).docx,.docx,14603,929b37294daeae23920e9860d24dd4d7,d35755c62f1e221ee4a9ab3104bff9868d60e316,2153,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\2. TOPSIS + 灰色关联分析案例：乡村旅游项目开发决策题目+源代码.docx,.docx,14603,929b37294daeae23920e9860d24dd4d7,d35755c62f1e221ee4a9ab3104bff9868d60e316,2153,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\3.模糊综合评价 + BP 神经网络案例：在线课程质量评估题目+源代码(1).docx,.docx,14408,bbd6ba7403186c74fde1c9f5d6a1544f,b3cb7f601e5494717191b4c86a44606d108f8350,1742,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\3.模糊综合评价 + BP 神经网络案例：在线课程质量评估题目+源代码.docx,.docx,14408,bbd6ba7403186c74fde1c9f5d6a1544f,b3cb7f601e5494717191b4c86a44606d108f8350,1742,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\4. PCA + SVM案例：信用卡欺诈交易识别题目+源代码(1).docx,.docx,13953,3802a8a78af4f14934b77329d5742d99,275c6ad60daac2b5cca746ed206001ada3213f03,1788,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\4. PCA + SVM案例：信用卡欺诈交易识别题目+源代码.docx,.docx,13953,3802a8a78af4f14934b77329d5742d99,275c6ad60daac2b5cca746ed206001ada3213f03,1788,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\5. DEA + TOPSIS案例：县域医院运营效率评估题目+源代码(1).docx,.docx,14848,5d46098b4db4b66ed4bc5873c2c79e37,4ceb368ac4df6d2b6346e9a24376b12d4849b9d5,2706,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\5. DEA + TOPSIS案例：县域医院运营效率评估题目+源代码.docx,.docx,14848,5d46098b4db4b66ed4bc5873c2c79e37,4ceb368ac4df6d2b6346e9a24376b12d4849b9d5,2706,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\6. 粗糙集 + 模糊聚类案例：电商用户消费群体细分题目+源代码(1).docx,.docx,14909,21ceeef316ab926fd1394372bc502cd2,aba32823adca79552bd539600a433521f189c670,2605,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\6. 粗糙集 + 模糊聚类案例：电商用户消费群体细分题目+源代码.docx,.docx,14909,21ceeef316ab926fd1394372bc502cd2,aba32823adca79552bd539600a433521f189c670,2605,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\7. 灰色预测 + 马尔可夫链案例：农产品月销量预测题目+源代码(1).docx,.docx,15476,f380bf45ac201a873c090f28b316d7eb,9ebfc6331bdc88d73e349068ab8895b8fdc46e62,3180,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\7. 灰色预测 + 马尔可夫链案例：农产品月销量预测题目+源代码.docx,.docx,15476,f380bf45ac201a873c090f28b316d7eb,9ebfc6331bdc88d73e349068ab8895b8fdc46e62,3180,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\8. 贝叶斯网络 + 证据理论案例：无人机故障诊断题目+源代码(1).docx,.docx,15656,811a8efcbe39ce8f87c47c237d4e1ea5,5a10b543622d9c6d447c4bd148b564f962ff7bf8,3450,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\8. 贝叶斯网络 + 证据理论案例：无人机故障诊断题目+源代码.docx,.docx,15656,811a8efcbe39ce8f87c47c237d4e1ea5,5a10b543622d9c6d447c4bd148b564f962ff7bf8,3450,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\9. 随机森林 + AHP案例：慢性病患病风险评估题目+源代码(1).docx,.docx,14295,6a08cfe436ccf0095e8a91ce0210c782,6b5fb99449f34d2fa11ee73be3731525f4927af9,2090,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\9. 随机森林 + AHP案例：慢性病患病风险评估题目+源代码.docx,.docx,14295,6a08cfe436ccf0095e8a91ce0210c782,6b5fb99449f34d2fa11ee73be3731525f4927af9,2090,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\【评价类】创新型算法汇总(1).docx,.docx,93483,d3ae37f56717b32760e92c718cd1aa72,6aafc42cd1f0276ed365cc56558bb54a72158efe,41158,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\【评价类】创新型算法汇总.docx,.docx,93483,d3ae37f56717b32760e92c718cd1aa72,6aafc42cd1f0276ed365cc56558bb54a72158efe,41158,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\【预测类】创新型算法汇总(1).docx,.docx,82877,c1e40f374cdf4fa1688612e0502ed58b,b15a8923d282b26e1650c5deb198a71a1850f363,48824,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\【预测类】创新型算法汇总.docx,.docx,82877,c1e40f374cdf4fa1688612e0502ed58b,b15a8923d282b26e1650c5deb198a71a1850f363,48824,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 10：基于 LightGBM-Stacking 模型的互联网企业用户流失预测题目+源代码(1).docx,.docx,14850,52a116b6ef1e4cb6b6b59227e16e2b8a,9b5af57e308ae581aad9867398b3d1ac26672af8,2969,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 10：基于 LightGBM-Stacking 模型的互联网企业用户流失预测题目+源代码.docx,.docx,14850,52a116b6ef1e4cb6b6b59227e16e2b8a,9b5af57e308ae581aad9867398b3d1ac26672af8,2969,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 11：基于 FNN-GA 模型的湖泊水质污染指数预测题目+源代码(1).docx,.docx,15656,a0c24943a1a0c59e8d6319b3624de5c9,ec177c7dca1702d103a3e242001359bca14f37df,3826,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 11：基于 FNN-GA 模型的湖泊水质污染指数预测题目+源代码.docx,.docx,15656,a0c24943a1a0c59e8d6319b3624de5c9,ec177c7dca1702d103a3e242001359bca14f37df,3826,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 12：基于 SARIMA-GARCH 模型的黄金期货价格波动率预测题目+源代码(1).docx,.docx,14509,f2b209848223e77bab4f9982d65dc9ea,0a5f1142373d6dc9e88d92e1bc9b070edfa804fd,2451,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 12：基于 SARIMA-GARCH 模型的黄金期货价格波动率预测题目+源代码.docx,.docx,14509,f2b209848223e77bab4f9982d65dc9ea,0a5f1142373d6dc9e88d92e1bc9b070edfa804fd,2451,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 13：基于 DT-AdaBoost 模型的新能源汽车电池故障诊断预测题目+源代码(1).docx,.docx,14605,76a3cb7f535e36f108d6964326d94589,f63e2e2f3185e35eb6b07e15b51e3c4f5ab3446f,2581,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 13：基于 DT-AdaBoost 模型的新能源汽车电池故障诊断预测题目+源代码.docx,.docx,14605,76a3cb7f535e36f108d6964326d94589,f63e2e2f3185e35eb6b07e15b51e3c4f5ab3446f,2581,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 14：基于 LSTM-SVR 模型的风电场风速短期预测题目+源代码(1).docx,.docx,15037,a02a6771d89a680a4a45dea20a2f8117,e0557be166ce28f027face492dfc1ba0c8a6f4dc,3331,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 14：基于 LSTM-SVR 模型的风电场风速短期预测题目+源代码.docx,.docx,15037,a02a6771d89a680a4a45dea20a2f8117,e0557be166ce28f027face492dfc1ba0c8a6f4dc,3331,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 15：基于混沌时间序列 - PSO-BP 模型的股票市场指数预测题目+源代码(1).docx,.docx,14158,401ab2d2dfc87b1706d72b2006afd847,5940e3a11530b60ac4581e7cf9e96e6e7156f11d,1621,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 15：基于混沌时间序列 - PSO-BP 模型的股票市场指数预测题目+源代码.docx,.docx,14158,401ab2d2dfc87b1706d72b2006afd847,5940e3a11530b60ac4581e7cf9e96e6e7156f11d,1621,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 1：基于 ARIMA-LSTM 模型的城市短期电力负荷预测题目+源代码(1).docx,.docx,14920,b96289f6def2142a16c0bce3142e64a8,93e4f960d50666db213f4597424296606c527c2f,2873,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 1：基于 ARIMA-LSTM 模型的城市短期电力负荷预测题目+源代码.docx,.docx,14920,b96289f6def2142a16c0bce3142e64a8,93e4f960d50666db213f4597424296606c527c2f,2873,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 2：基于 RF-GA 模型的城市二手房价格预测题目+源代码(1).docx,.docx,15074,1b61ca4a490d00f339582dc972996c49,307eb793880ae11c4766782ce59413eb176e6b02,2905,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 2：基于 RF-GA 模型的城市二手房价格预测题目+源代码.docx,.docx,15074,1b61ca4a490d00f339582dc972996c49,307eb793880ae11c4766782ce59413eb176e6b02,2905,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 3：基于 CNN-LSTM 模型的城市区域交通流量预测题目+源代码(1).docx,.docx,14969,45f68d558ec0855affc2a5635a5ff4e5,fde6bfc438cc0636d669b721d30092070ec4365f,2933,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 3：基于 CNN-LSTM 模型的城市区域交通流量预测题目+源代码.docx,.docx,14969,45f68d558ec0855affc2a5635a5ff4e5,fde6bfc438cc0636d669b721d30092070ec4365f,2933,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 4：基于 SVM-PSO 模型的中小企业信用评分预测题目+源代码(1).docx,.docx,14457,dde9f758e25f2b295214e5eea662d523,d90d4bd9e9a63a15418512736d3d41974e5d974a,2213,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 4：基于 SVM-PSO 模型的中小企业信用评分预测题目+源代码.docx,.docx,14457,dde9f758e25f2b295214e5eea662d523,d90d4bd9e9a63a15418512736d3d41974e5d974a,2213,
"2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 5：基于 GM (1,1)-BP 模型的稀有金属月度价格预测题目+源代码(1).docx",.docx,15109,428ae43c5c44769e19eca009f200dcfa,1fcfd5547e9a8801a1a02a1ee6e357889a66ffdc,2853,
"2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 5：基于 GM (1,1)-BP 模型的稀有金属月度价格预测题目+源代码.docx",.docx,15109,428ae43c5c44769e19eca009f200dcfa,1fcfd5547e9a8801a1a02a1ee6e357889a66ffdc,2853,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 6：基于 GRU-Attention 模型的流域长期降水量预测题目+源代码(1).docx,.docx,14754,4b452ee866e91e6b7a49bf5fa7cc66e1,dea3468a15eed9dcc459699d1fc6d132a927c808,2749,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 6：基于 GRU-Attention 模型的流域长期降水量预测题目+源代码.docx,.docx,14754,4b452ee866e91e6b7a49bf5fa7cc66e1,dea3468a15eed9dcc459699d1fc6d132a927c808,2749,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 7：基于 XGBoost - 贝叶斯优化模型的电商平台 “618” 大促销量预测题目+源代码(1).docx,.docx,14474,e068dd97ea980433ce707b23013fc566,241aa0af84334a0950aadcc7d604dba0b851a7aa,2135,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 7：基于 XGBoost - 贝叶斯优化模型的电商平台 “618” 大促销量预测题目+源代码.docx,.docx,14474,e068dd97ea980433ce707b23013fc566,241aa0af84334a0950aadcc7d604dba0b851a7aa,2135,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 8：基于马尔可夫链 - ETS 模型的连锁超市生鲜产品短期需求预测题目+源代码(1).docx,.docx,14988,a2ca79955e8e3a89f86248b885656d6b,b43238001c3175de37aa321a799f75f15ad3109d,2890,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 8：基于马尔可夫链 - ETS 模型的连锁超市生鲜产品短期需求预测题目+源代码.docx,.docx,14988,a2ca79955e8e3a89f86248b885656d6b,b43238001c3175de37aa321a799f75f15ad3109d,2890,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 9：基于小波分析 - LSTM 模型的人民币兑欧元汇率预测题目+源代码(1).docx,.docx,15252,f95ecaef2aae1ff34df6a469e0e884be,02d15636dd79564bfbb6c2f15c34efec5f85e0a1,3157,
2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 9：基于小波分析 - LSTM 模型的人民币兑欧元汇率预测题目+源代码.docx,.docx,15252,f95ecaef2aae1ff34df6a469e0e884be,02d15636dd79564bfbb6c2f15c34efec5f85e0a1,3157,
2026数学建模核心资料\AI+数学建模提示词汇总！\数学建模论文撰写AI提示词(1).docx,.docx,26066,4d6ae1ff8c101f9a7ed4051ad151abb9,b940decfa0b6bb0deb53e2e4012106aeb01c552f,3968,
2026数学建模核心资料\AI+数学建模提示词汇总！\数学建模论文撰写AI提示词.docx,.docx,26066,4d6ae1ff8c101f9a7ed4051ad151abb9,b940decfa0b6bb0deb53e2e4012106aeb01c552f,3968,
2026数学建模核心资料\AI+数学建模提示词汇总！\数学建模问题求解AI提示词(1).docx,.docx,23193,06ac88c48cc2c2a78f026a7a43c9e141,9050eef1e232e868c718a21c93d41fbcf1650305,2596,
2026数学建模核心资料\AI+数学建模提示词汇总！\数学建模问题求解AI提示词.docx,.docx,23193,06ac88c48cc2c2a78f026a7a43c9e141,9050eef1e232e868c718a21c93d41fbcf1650305,2596,
2026数学建模核心资料\AI工具使用详情Word模版\AI 工具使用详情（1）(1).docx,.docx,59167,78e3c246f65e402517e5342782a9fdff,b87c6284caf5cc622034eb065f7838cc9824694e,1047,
2026数学建模核心资料\AI工具使用详情Word模版\AI 工具使用详情（1）.docx,.docx,59167,78e3c246f65e402517e5342782a9fdff,b87c6284caf5cc622034eb065f7838cc9824694e,1047,
2026数学建模核心资料\AI工具使用详情Word模版\AI 工具使用详情（2）(1).docx,.docx,187659,093421872bcc36b15d00d68e7ba6a0b6,05a0003c854807f89ac10d919aed96e069da6d1a,1277,
2026数学建模核心资料\AI工具使用详情Word模版\AI 工具使用详情（2）.docx,.docx,187659,093421872bcc36b15d00d68e7ba6a0b6,05a0003c854807f89ac10d919aed96e069da6d1a,1277,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——二次规划\二次规划算法.docx,.docx,159284,2161429c4da6a2849b78946431ac3ee5,0d7c5936e277acb7026f18b714e4caee25cd7ff1,4054,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——单目标规划与多目标规划\多目标规划matlab程序实现【公众号：数学建模老哥】.doc,.doc,260134,5831dec68044e6a5668fabade860bfb8,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,DOC_LEGACY
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——单目标规划与多目标规划\程序包：多目标规划matlab程序实现 .doc,.doc,260134,5831dec68044e6a5668fabade860bfb8,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,DOC_LEGACY
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——整数规划\整数规划.docx,.docx,149670,7f3d1eefbfa99fd1d28ac4d3c6e8d8b4,efcb0647b9959b0b85663c3e899ebeef83c02a35,6208,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——模拟退火算法\数学建模 模拟退火.doc,.doc,145920,3c7051f2592d23f927a1b2fff2cc8ad3,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,DOC_LEGACY
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——模拟退火算法\智能算法之模拟退火算法代码.txt,.txt,1929,9d8a37a7a19d0862136b5d4c25e0769c,7d92ed1ed90e246e01e9a24bc6a07d64a18ab01e,1786,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——模拟退火算法\模拟退火法.doc,.doc,31232,c93d4c1f2a2474c4adee153b3910e664,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,DOC_LEGACY
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——混合整数规划\混合整数规划Matlab代码.txt,.txt,1834,2a2a67f25318a851f36f9e9db4dae0ed,281c9f1626ad9bd2a49c2dcb666dca31030aedbc,1478,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——粒子群算法\最优化算法之粒子群算法.txt,.txt,3500,eba306f6045ca7566ef83619619cab55,645a041d91acd706a297bac915908c850bda7cbe,2990,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——粒子群算法\粒子群算法PSO源代码 MATLAB.docx,.docx,22789,a5714814550f537d3af82aa692e4ee94,9f57dc75f8f12efc4ec3c42a7b84b31bc3357f57,28665,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——线性规划模型\数学建模 Matlab求解线性规划问题.doc,.doc,258606,465c899237bc9ffd1ed21c967582b314,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,DOC_LEGACY
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——线性规划模型\线性规划模型Python代码【公众号：数学建模老哥】.txt,.txt,374,dcab4189689a94c50ab4aba345325578,6e95a4a45b271d728f69310b3010b3673af63b86,342,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——遗传算法\遗传算法源程序.txt,.txt,7008,29a1c032d4657d4c86b908a9ff3c2e54,a1126a6ed8702945575ed0110695657cd0d3907c,5749,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——遗传算法\遗传算法程序 matlab.txt,.txt,8643,df6746d2c7c880202607a253d5284265,c83ff4f337163c9f72ab174641309c5d286ddc0f,7795,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——遗传算法\遗传算法解决 TSP 问题.txt,.txt,9094,1fda7a9c8de707a3ae67000ae3b1ed47,3da63afefc040582b1a1e04aa56b6f9e92a65944,8037,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——非线性规划\matlab多元非线性回归教程.doc,.doc,341196,920b6ad175cd6c97579c1cb7f2d84cb9,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,DOC_LEGACY
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——非线性规划\matlab求解非线性规划.doc,.doc,28672,33bbb9d1bdd284c147b0f21eff7a7a03,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,DOC_LEGACY
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——非线性规划\非线性规划模型Python代码【公众号：数学建模老哥】.docx,.docx,41199,17e51cbeff209f4b448508e45869ecb1,57bcb133679895d8fec0ff36a6355e923473c653,1027,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备分类模型——K-means分类及代码\K-MEANS算法(K均值算法).doc,.doc,523304,8da5d931baeae159d3efee9ae21828ac,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,DOC_LEGACY
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备分类模型——K-means分类及代码\K-Means聚类算法 Matlab代码.docx,.docx,15737,6c63dfe5c14d46ae6278d5261d5d1403,ede79e4b3044b111df5a5e873d47e9a4652fc5e8,5680,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备分类模型——K-means分类及代码\K-Means聚类算法.doc,.doc,54312,c9d13ca69b621c3d587970631e9c0dc2,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,DOC_LEGACY
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备分类模型——决策树分类及代码\决策树模型案例实例.doc,.doc,13863,5a253937b7bf24d19c323fa19f30b012,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,DOC_LEGACY
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——topsis模型\Topsis算法综合评价代码.txt,.txt,1278,4981d0ecfa1f1cf171106e7c4663d1b2,97959e5073cc8b104bc19e20f3b0656df24e15cd,1084,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——主成分分析法\主成分分析代码.txt,.txt,2884,98117e11aea6ea76599a29b529e64276,e013bccdd21a1a88332ea37dc58bb00dd4fe726b,2502,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——主成分分析法\主成分分析法的原理应用及计算步骤.doc,.doc,100352,465273b0b096b451f38954e26cb4f7c1,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,DOC_LEGACY
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——主成分分析法\主成分分析降维代码（直接调用版）.doc,.doc,30720,297cc814462842061eba7b2a0dfe4c0e,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,DOC_LEGACY
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——因子分析法\数学建模常用模型13：因子分析法.txt,.txt,3640,b5cf9d2619752ac9960ba23730314d03,f97975f22431361e53e51854b6e5764f3192c15b,2367,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——层次分析法\层次分析法.txt,.txt,1055,c18c2ee963580df273c19a07e4381121,44d73ba4aa64603a296513fd0c5a44ca36ae73e8,1011,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——层次分析法\层次分析法matlab程序.txt,.txt,1881,a18d2283ba7e4d7edaea78d6686933f2,0921fef592b041107e50ba81a0b6ad9386cccdc2,1666,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——层次分析法\层次分析法代码.txt,.txt,962,810c0b06823d9e6214d49178864ee840,a0a85ad3f0c5cc7804ed18d4a57c269b89e5756d,802,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——层次分析法\层次分析法的基本代码.txt,.txt,819,a902a2cb38d87f38c7fb21e17b8c7cb5,626fd0d76ea348139dc4d10fd68326ef63163435,698,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——模糊综合评价\模糊综合评价matlab代码.docx,.docx,21448,a5a79dd2965602b55574cdf5f5249c1b,9dcfc504edb591545a541e091e22153d6f2bd8c9,9138,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——模糊综合评价\模糊综合评价代码.txt,.txt,627,fe571ca341fa308a74081e654d147107,7fc042e9c5f4516198ba58088827707928ab8e65,551,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——模糊综合评价\模糊综合评价模型.docx,.docx,83397,99f10a3912018f7af460aec92ff662a8,2013e2cb08b32e96d47a091c66a5542b46f30c27,2230,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——灰色关联分析法\灰色关联分析matlab代码.txt,.txt,952,49f571b9406edc9cdedb0e721962a22a,d05dadcb432bd06453442c974c2a507bc0925047,863,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——灰色关联分析法\灰色关联分析代码.txt,.txt,1001,b673f4538378c20bc0b7cc9e4384c3db,0addab88d43ab79872ad549b44b024c422769ecc,842,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备预测模型——Logistic模型\logistic回归matlab代码.doc,.doc,11126,a1e14ed2cefe34a53a1ccb8f5010daec,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,DOC_LEGACY
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备预测模型——Logistic模型\Logistic回归模型.doc,.doc,747048,4f57914e2e2a90f137e6db11a9e24f45,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,DOC_LEGACY
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备预测模型——Logistic模型\Logistic回归模型介绍.doc,.doc,757824,0c44d434b70e83725e950f6821c33be6,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,DOC_LEGACY
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备预测模型——Logistic模型\logistic回归模型代码python.docx,.docx,3731,e65c2dfe245bf7a89fb5faa50dfdaae3,db6a6b3ad8add252f8ab51e3c780759eb7f64796,1345,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备预测模型——Logistic模型\logistic模型(1).doc,.doc,493608,fef045a6cd22ab226ab76953581e4816,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,DOC_LEGACY
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备预测模型——Logistic模型\Logistic模型应用(1).doc,.doc,138792,7f8c38809af3479ea7f7b4d54a1a37ed,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,DOC_LEGACY
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备预测模型——Logistic模型\Logistic模型应用模板.doc,.doc,138755,b247ff6df81ecd2e78b3b115613a35d8,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,DOC_LEGACY
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备预测模型——Logistic模型\数学建模logistic人口增长模型.docx,.docx,31765,4e3de80a63b8a23f7c9443e8773356ab,715bb5daae6eec4082b590ddec4ae12c923f191c,4027,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备预测模型——LSTM模型\lstm 模型结构.docx,.docx,15066,c8170a7a3144c4499ad6d90f566294c2,45475b02e56168fbcc173c199c9755d646d6ef1e,808,
